WEBSTER ELEMENTARY SCHOOL,PEMBERVILLE,OH,17345 STATE ROUTE 199,"https://www.bvjeeps.org/"
DOUGLASS EL,SAN ANTONIO,TX,318 MARTIN LUTHER KING,"https://www.episd.org/douglass"
FLORENCE M. GAUDINEER MIDDLE SCHOOL,SPRINGFIELD,NJ,75 SOUTH SPRINGFIELD AVE.,"https://www.springfieldschools.com/2/Home"
GREELEY HILL ELEMENTARY,COULTERVILLE,CA,10326 FISKE RD.,"https://www.mcusd.org/GHES/"
CAMPBELL ELEMENTARY SCHOOL,LINCOLN,NE,2200 DODGE ST,"https://campbell.lps.org/"
MILLERSPORT ELEMENTARY SCHOOL,MILLERSPORT,OH,11850 LANCASTER ST,"http://www.walnuttsd.org/es"
JOSEPH ARTHUR MIDDLE SCHOOL,O FALLON,IL,160 ST ELLEN MINE RD,"http://central104.sharpschool.net/joseph_arthur_middle_school"
CENTURY JUNIOR HIGH,FOREST LAKE,MN,21395 GOODVIEW AVE N,"https://www.isd194.org/century-middle"
MARYSVILLE PILCHUCK HIGH SCHOOL,MARYSVILLE,WA,5611 108TH STREET NE,"https://www.msd25.org/o/marysville-pilchuck-high-school"
WASHINGTON INTERMEDIATE SCHOOL,PEKIN,IL,501 WASHINGTON ST,"https://www.pekin.net/o/washingtonis"
CAMDEN HIGH SCHOOL,CAMDEN,NJ,1875 PARK BOULEVARD,"http://chs.camden.k12.nj.us/"
LEARNERS AND LEADERS,GLENDALE,NY,378 SENECA AVE,"https://www.schools.nyc.gov/schools/Q305"
SOUTH RIVER PRIMARY SCHOOL,SOUTH RIVER,NJ,22 DAVID STREET,"https://ps.srivernj.org/"
THE BRIDGEPORT SCHOOL DISTRICT - MIDDLE SCHOOL,BRIDGEPORT,OH,55707 INDUSTRIAL DR,"https://www.bridgeportschools.net/bridgeportmiddleschool_home.aspx"
ENGLISH CROSSING ELEMENTARY,MARYSVILLE,WA,16728 16TH DR N.E.,"https://www.lwsd.wednet.edu/ECE"
WEST-MEC - VIRTUAL LEARNING ACADEMY,TONOPAH,AZ,38201 W. INDIAN SCHOOL RD.,"https://online.guhsdaz.org/academics/counseling/west-_m_e_c"
SAMSEL UPPER ELEMENTARY SCHOOL,PARLIN,NJ,298 ERNSTON ROAD,"http://samsel.sayrevillek12.net/"
NEW EGYPT PRIMARY SCHOOL,NEW EGYPT,NJ,131 EVERGREEN ROAD,"https://www.newegypt.us/domain/513"
SHARON ELEMENTARY SCHOOL,SHARON CENTER,OH,6335 RIDGE ROAD,"https://www.forsyth.k12.ga.us/sharon"
BARBARA F SCHREIBER ELEMENTARY SCHOOL,CANTON,OH,1503 WOODLAND AVE NW,"https://www.ccsdistrict.org/Domain/19"
ALTO MIDDLE,ALTO,TX,240 CR 2429,"https://www.alto.esc7.net/"
SOUTHWEST KEY PROGRAM,MCALLEN,TX,3900 N 23RD,"https://southwestkey.org/"
LITTLE INDIANS PRESCHOOL,YUMA,CO,709 WEST THIRD STREET,"https://yumaschools.org/District/Department/17-PK-8/1164-LITTLE-INDIANS-PRESCHOOL-MISSION.html"
SOUTH CAMERON HIGH SCHOOL,GRAND CHENIER,LA,753 OAK GROVE HIGHWAY,"https://schs.camsch.org/"
BLAZIER EL,AUSTIN,TX,8601 NUCKOLS CROSSING RD,"https://www.austinisd.org/schools/blazier"
CIMARRON MIDDLE,PARKER,CO,22219 HILLTOP ROAD,"https://cims.dcsdk12.org/"
SNOHOMISH DETENTION CENTER,EVERETT,WA,2801 10TH STREET,"https://snohomishcountywa.gov/842/Detention-Services"
SHIVER ELEMENTARY SCHOOL,PELHAM,GA,1847 GA HIGHWAY 93 N,"https://ses.grady.k12.ga.us/"
CHARLES RUSSELL ELEMENTARY SCHOOL,ASHLAND,KY,1100 RUSSELL ST,"https://www.ashland.k12.ky.us/3/Home"
VALLEY VIEW ELEMENTARY SCHOOL,CLEVELAND,OH,17200 VALLEYVIEW AVE,"https://www.ccsoh.us/valleyviewes"
TREMONT MONTESSORI SCHOOL,CLEVELAND,OH,2409 W 10TH ST,"https://www.clevelandmetroschools.org/tremont"
DIAMOND VALLEY MIDDLE,HEMET,CA,291 W. CHAMBERS ST.,"https://diamondvalley.hemetusd.org/"
WILMORE DAVIS ELEMENTARY SCHOOL,WHEAT RIDGE,CO,7975 WEST 41ST AVENUE,"https://wilmoredavis.jeffcopublicschools.org/"
PATRICK HENRY MIDDLE SCHOOL,HAMLER,OH,E050 COUNTY ROAD 7,"https://www.phpatriots.org/"
SEGUE INST FOR LEARNING,CENTRAL FALLS,RI,325 COWDEN STREET,"http://www.segueifl.org/"
SAN LUIS OBISPO HIGH,SAN LUIS OBISPO,CA,1499 SAN LUIS DR.,"https://slohs.slcusd.org/"
TALLMADGE HIGH SCHOOL,TALLMADGE,OH,140 N MUNROE RD,"https://www.tallmadgeschools.org/tallmadgehighschool_home.aspx"
TEMPLE HILL ELEMENTARY SCHOOL,GLASGOW,KY,8788 TOMPKINSVILLE RD,"https://www.barren.kyschools.us/9/home"
HAROLD SCHNELL ELEMENTARY SCHOOL,WEST CARROLLTON,OH,5995 STUDENT ST,"https://www.westcarrolltonschools.com/haroldschnellelementary_home.aspx"
ROBERT LEE H S,ROBERT LEE,TX,1323 HAMILTON,"https://www.rlisd.net/"
FABENS JJAEP,EL PASO,TX,9600 SIMS DR,"http://www.trueschools.com/schools/texas/el-paso/fabens-jjaep/"
CHIEF UMTUCH MIDDLE,BATTLE GROUND,WA,700 NW 9TH ST,"https://cms.battlegroundps.org/"
TAFT GRADE SCHOOL,LOCKPORT,IL,1605 S WASHINGTON ST,"https://www.taft90.org/"
HELEN HERR ELEMENTARY SCHOOL,LAS VEGAS,NV,6475 EAGLE CREEK LN.,"https://www.helenherr.com/"
WINDHAM HIGH SCHOOL,WINDHAM,OH,9530 BAUER AVE,"https://www.windham-schools.org/1/home"
BOLICH MIDDLE SCHOOL,CUYAHOGA FALLS,OH,2630 13TH ST,"https://www.cfalls.org/2/home"
LEHIGHTON AREA HS,LEHIGHTON,PA,1 INDIAN LANE,"https://www.lehighton.org/lahs"
BERTHA BARBER ELEMENTARY SCH,BELLEVUE,NE,1402 MAIN ST,"https://www.bellevuepublicschools.org/Domain/11"
AUTISTIC,PARAMUS,NJ,540 FARVIEW AVENUE,"https://www.autismnj.org/"
HEATH MIDDLE SCHOOL,HEATH,OH,310 LICKING VIEW DR,"https://www.heath.k12.oh.us/heathmiddleschool_home.aspx"
COUNTRYSIDE ELEMENTARY,EDINA,MN,5701 BENTON AVE S,"https://www.edinaschools.org/countryside"
NORWOOD SCHOOL,WARWICK,RI,266 NORWOOD AVENUE,"https://norwood.warwickschools.org/"
SPURGEON INTERMEDIATE,SANTA ANA,CA,2701 W. FIFTH ST.,"https://www.cde.ca.gov/schooldirectory/details?cdscode=30666706094684"
WALNUT HILL ELEMENTARY/MIDDLE SCHOOL,SHREVEPORT,LA,9360 WOOLWORTH ROAD,"https://walnuth.org/"
BLUFFTON ELEMENTARY,BLUFFTON,SC,160 H. E. MCCRACKEN CIRCLE,"https://bles.beaufortschools.net/"
SOUTH HANOVER EL SCH,HERSHEY,PA,15 W 3RD ST,"https://www.ldsd.org/southhanover"
ALSTON MIDDLE,SUMMERVILLE,SC,500 BRYAN STREET,"https://www.ddtwo.org/AMS"
MEYER CENTER FOR SPECIAL CHILDREN,GREENVILLE,SC,1132 RUTHERFORD ROAD,"https://meyercenter.org/"
SALUDA PRIMARY,SALUDA,SC,200 MATTHEWS DRIVE,"https://sps.saludaschools.org/"
SCOTT SCHOOL,WARWICK,RI,833 CENTERVILLE ROAD,"https://scott.warwickschools.org/"
M. S. BAILEY CHILD DEVELOPMENT CENTER,CLINTON,SC,625 ELIZABETH STREET,"https://msb.lcsd56.org/en-US"
PENNVILLE ELEMENTARY SCHOOL,PENNVILLE,IN,390 W PLEASANT ST,"https://www.bestplaces.net/schools/indiana/pennville/pennville_elementary_school"
CLOVERDALE ELEMENTARY SCHOOL,CLOVERDALE,IN,311 E LOGAN,"https://ces.cloverdale.k12.in.us/"
CARR CREEK ELEMENTARY SCHOOL,LITTCARR,KY,8596 S HWY 160,"http://www.knott.kyschools.us/carrcreekelementary_home.aspx"
LILLIAN FEINSTEIN EL. SCHOOL,PROVIDENCE,RI,159 SACKETT STREET,"https://www.providenceschools.org/sackett"
SOUTHERN ELEMENTARY SCHOOL,SOMERSET,KY,198 ENTERPRISE DR,"https://www.pulaski.net/3/home"
HILHAM ELEMENTARY,HILHAM,TN,2305 HILHAM HWY,"https://hes.oc-sd.com/"
PEDRO LOPEZ CANINO,DORADO,PR,CARR 2 KM 26 HM 6 BO ESPINOSA,"https://www.spellingcity.com/pedro-lopez-canino-dorado-pr.html"
THOMPSON INTEGRATED EARLY CHILDHOOD,LOVELAND,CO,800 SOUTH TAFT AVENUE,"https://www.thompsonschools.org/preschool"
CROSS PLAINS H S,CROSS PLAINS,TX,700 N MAIN,"https://www.crossplainsisd.net/"
MARION HIGH SCHOOL,MARION,IL,1501 S CARBON ST,"https://www.marionunit2.org/Domain/69"
OHIO COUNTY HIGH SCHOOL,HARTFORD,KY,1400 S MAIN ST,"https://www.ohio.k12.ky.us/school_home.aspx?schoolid=1"
HENRY MILLER ELEMENTARY,LOS BANOS,CA,545 W. L ST.,"https://www.losbanosusd.org/hmes/"
WEST LYON ELEMENTARY SCHOOL,INWOOD,IA,1787 182ND STREET,"https://www.wlwildcats.org/"
FOX CREEK CHARTER HIGH,NORTH AUGUSTA,SC,165 SHORTCUT ROAD,"https://www.foxcreekhighschool.org/"
SUSSEX COUNTY TECHNICAL SCHOOL,SPARTA,NJ,105 NORTH CHURCH ROAD,"https://www.sussextech.org/"
MCKINLEY ELEMENTARY SCHOOL,POLAND,OH,7 ELM ST,"https://www.fhevs.org/mckinley"
OAK HARBOR INTERMEDIATE SCHOOL,OAK HARBOR,WA,150 SW SIXTH AVE.,"https://www.ohsd.net/Domain/9"
DUNBAR VOCATIONAL CAREER ACAD HS,CHICAGO,IL,3000 S KING DR,"https://dvca-cps.org/"
ATHOL COMMUNITY ELEMENTARY SCHOOL,ATHOL,MA,1064 PLEASANT STREET,"http://www.arrsd.org/athol-community-elementary-school/"
MCBRAYER ELEMENTARY SCHOOL,MOREHEAD,KY,550 VIKING DR,"https://www.rowan.k12.ky.us/4/home"
BERTRAND HIGH SCHOOL,BERTRAND,NE,503 SCHOOL ST,"https://www.bertrandvikings.org/"
WOODWARD CAREER TECHNICAL HIGH SCHOOL,CINCINNATI,OH,7005 READING RD,"https://woodwardcareertech.cps-k12.org/"
PAN AMERICAN INTERNATIONAL HIGH SCHOOL,ELMHURST,NY,45-10 94TH ST,"https://panamericanihs.org/"
HILL COUNTY JJAEP,MOUNT CALM,TX,200 N COATES E,"http://hillcountyjuvprob.com/programs/jjaep-program/"
LITTLEFIELD H S,LITTLEFIELD,TX,1100 WAYLON JENNINGS BLVD,"https://www.lfdisd.org/"
MILANO H S,MILANO,TX,600 N 6TH ST,"https://www.milanoisd.net/"
BRADY EXPLORATION SCHOOL,LAKEWOOD,CO,5220 W. OHIO AVENUE,"https://brady.jeffcopublicschools.org/"
WYLIE H S,ABILENE,TX,4502 ANTILLEY RD,"https://www.wylieisd.net/Domain/24"
COWAN ELEMENTARY SCHOOL,MUNCIE,IN,1000 W CR 600 S,"https://www.cowan.k12.in.us/cms/One.aspx?portalId=248974&pageId=258694"
FORT ELLIOTT SCHOOL,BRISCOE,TX,501 E WILSON,"http://www.fecisd.net/"
BRYANT ELEMENTARY SCHOOL,KEARNEY,NE,1611 AVE C,"https://bryant.kearneypublicschools.org/"
ED WILLKIE MIDDLE,FORT WORTH,TX,6129 TEXAS SHINER RD,"https://www.emsisd.com/willkiems"
CHERRY HILL SCHOOL,OREM,UT,250 E 1650 S,"https://cherryhill.alpineschools.org/"
PRAIRIE WINDS MIDDLE SCHOOL,MANKATO,MN,1200 PRAIRIE WINDS DR,"https://pwms.isd77.org/"
MISSOURI VALLEY ELEMENTARY,MISSOURI VALLEY,IA,602 NORTH 9TH STREET,"https://www.movalleyschools.org/"
TUSLAW HIGH SCHOOL,MASSILLON,OH,1847 MANCHESTER AVE NW,"http://www.tuslaw.sparcc.org/tuslaw-high-school"
NATHAN BISHOP MIDDLE,PROVIDENCE,RI,101 SESSIONS STREET,"https://www.providenceschools.org/bishop"
MEMORIAL ELEMENTARY SCHOOL,LAURENCE HARBOR,NJ,11 ELY AVE,"https://www.oldbridgeadmin.org/o/mes"
SALEM MIDDLE,VIRGINIA BEACH,VA,2380 LYNNHAVEN PKWY,"https://salemms.vbschools.com/"
CHARLES A SNOW SCHOOL,FRYEBURG,ME,11 PINE STREET,"https://www.mainememory.net/artifact/17073"
QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH AND TECHNOLOGY,FAR ROCKAWAY,NY,8-21 BAY 25TH ST,"https://www.qirtnyc.org/"
THOMAS JEFFERSON MIDDLE SCHOOL,FAIR LAWN,NJ,35 - 01 MORLOT AVENUE,"https://tjms.edison.k12.nj.us/"
WALLA WALLA HIGH SCHOOL,WALLA WALLA,WA,800 ABBOTT RD,"https://wahibluedevils.org/"
EDISON HIGH SCHOOL ACADEMY,ALEXANDRIA,VA,5801 FRANCONIA RD,"https://edisonacademy.fcps.edu/"
PEQUEA VALLEY INTRMD SCH,KINZERS,PA,166 S NEW HOLLAND RD,"https://www.pequeavalley.org/Domain/138"
ROBERT GRAY ELEMENTARY,ABERDEEN,WA,1516 NORTH B ST,"https://robertgray.longviewschools.com/"
SOUTHSIDE MIDDLE SCHOOL,ALBANY,GA,1615 NEWTON RD,"https://www.walb.com/story/34993810/southside-middle-school-to-close-to-make-room-for-new-college-and-career-academy"
MORRISTOWN HIGH SCHOOL,MORRISTOWN,NJ,50 EARLY STREET,"https://mhs.morrisschooldistrict.org/"
CONTINENTAL LOCAL HIGH SCHOOL,CONTINENTAL,OH,5211 STATE ROUTE 634,"https://www.continentalpirates.org/"
THIRD AVENUE EL SCH,KINGSTON,PA,131 REAR THIRD AVE & DAVIS ST,"https://www.wvwsd.org/Domain/304"
PASS PROGRAM,EVERETT,WA,2731 10TH ST. SUITE 106,"https://wsdot.wa.gov/EqualOpportunity/pass.htm"
MILLER HIGH SCHOOL,CORNING,OH,10397 STATE ROUTE 155 SE,"https://www.spsd.k12.oh.us/1/home"
GRAHAM MIDDLE SCHOOL,SAINT PARIS,OH,9644 US HIGHWAY 36,"https://www.grahamlocalschools.org/middleschool_home.aspx"
MOSSVILLE ELEMENTARY SCHOOL,MOSSVILLE,IL,PO BOX 178,"https://moss.ivcschools.com/"
NEW HANOVER-UPPER FREDERICK EL,FREDERICK,PA,2547 BIG RD,"https://www.boyertownasd.org/Domain/15"
BENJAMIN FRANKLIN,COAMO,PR,CALLE JOSE I QUINTON #82,"https://www.bizjournals.com/denver/stories/2005/01/03/smallb4.html"
MANUAL ACADEMY,PEORIA,IL,811 S GRISWOLD ST,"https://www.peoriapublicschools.org/manual"
JULIUS E SPRAUVE,SAINT JOHN,VI,14 18 ESTATE ENIGHED,"https://www.vide.vi/pbis/1026-julius-e-sprauve-school.html"
CORDATA ELEMENTARY SCHOOL,BELLINGHAM,WA,4420 ALDRICH RD,"https://cordata.bellinghamschools.org/"
PS 100 GLEN MORRIS,SOUTH OZONE PARK,NY,111-11 118TH ST,"https://www.schools.nyc.gov/schools/Q100"
DR. LEROY MCCLOUD ELEMENTARY SCHOOL,ENGLEWOOD,NJ,325 TENAFLY RD,"https://www.epsd.org/o/mccloud"
CROSBY ELEM SCH,HARVARD,IL,401 HERELEY DR,"https://www.cusd50.org/o/ces/page/crosby-elementary"
KAPAA ELEMENTARY SCHOOL,KAPAA,HI,4886 KAWAIHAU RD,"https://www.kapaaes.k12.hi.us/"
EMERSON MIDDLE SCHOOL,UNION CITY,NJ,318 - 18TH STREET,"https://ems.ucboe.us/"
STANWOOD MIDDLE SCHOOL,STANWOOD,WA,9405 271ST ST NW,"https://sms.stanwood.wednet.edu/"
CASCADIA ELEMENTARY,FERNDALE,WA,6175 CHURCH RD,"https://cascadiaes.seattleschools.org/"
WILLIAMSFIELD ELEM SCHOOL,WILLIAMSFIELD,IL,325 W KENTUCKY AVE,"https://www.billtown.org/"
PARKVIEW ELEMENTARY SCHOOL,VALPARAISO,IN,1405 WOOD ST,"https://pv.district196.org/"
MORLEY ELEMENTARY SCHOOL,LINCOLN,NE,6800 MONTEREY DR,"https://morley.lps.org/"
PS 161 PEDRO ALBIZU CAMPOS,NEW YORK,NY,499 W 133RD ST,"https://www.schools.nyc.gov/schools/M161"
MALTA ELEMENTARY SCHOOL,MALTA,IL,5068 IL ROUTE 38,"https://www.dist428.org/"
SOUTHERN BOONE HIGH,ASHLAND,MO,14520 CRUMP LN,"https://www.ashland.k12.mo.us/sbhs"
DELAHUNTY MS,HERMITAGE,PA,419 N HERMITAGE RD,"https://www.hermitage.k12.pa.us/index.php/schools/delahunty-ms"
ROMEOVILLE HIGH SCHOOL,ROMEOVILLE,IL,100 N INDEPENDENCE,"https://www.vvsd.org/RHS"
JUNIATA EL SCH,DUBOIS,PA,248 JUNIATA STREET,"https://jes.jcsdk12.org/"
COLUMBUS MIDDLE SCHOOL,COLUMBUS,NE,2200 26TH ST,"https://www.columbuspublicschools.org/o/columbusmiddleschool"
TINORA HIGH SCHOOL,DEFIANCE,OH,5921 DOMERSVILLE RD,"https://www.tinora.org/"
BLACKHAWK ELEM SCHOOL,FREEPORT,IL,1401 S BLACKHAWK AVE,"http://blackhawk.d15.us/"
PERU JUNIOR HIGH SCHOOL,PERU,IN,30 E DANIEL ST,"https://www.peru.k12.in.us/index.php?CurPage=JH"
ROGERS RANCH SCHOOL,LAVEEN,AZ,6735 S. 47TH AVENUE,"https://rogersranch.laveenschools.org/"
CHRISTEL HOUSE DORS SOUTH,INDIANAPOLIS,IN,2717 S EAST ST,"https://christelhouse.org/our-schools/christel-house-dors-adult-high-school/"
QUARTER MILE LANE SCHOOL,BRIDGETON,NJ,300 QUARTER MILE LANE,"https://qml.bridgeton.k12.nj.us/"
COMMUNITY FOR KIDS,FAIRFAX,MO,104 MAIN ST.,"http://mofact.org/"
WAVE PREPARATORY ELEMENTARY SCHOOL,FAR ROCKAWAY,NY,535 BRIAR PL,"https://www.schools.nyc.gov/schools/Q362"
INDIAN SPRING MIDDLE,WACO,TX,500 N UNIVERSITY PARKS DR,"https://www.wacoisd.org/indianspring"
SCHOOL FOR TOURISM AND HOSPITALITY,BRONX,NY,900 TINTON AVE,"https://insideschools.org/school/08X559"
CAMPBELLSVILLE PRESCHOOL,CAMPBELLSVLLE,KY,315 ROBERTS ROAD,"https://www.cville.k12.ky.us/3/Content/422"
DAN EMMETT ELEMENTARY SCHOOL,MOUNT VERNON,OH,108 MANSFIELD AVE,"https://www.mt-vernon.k12.oh.us/danemmettelementary_home.aspx"
MORGAN HIGH SCHOOL,MC CONNELSVILLE,OH,800 RAIDER DR,"https://morganschools.org/high-school"
HIGHER GROUND SECONDARY ACADEMY,SAINT PAUL,MN,1381 MARSHALL AVE,"https://www.hgacademy.org/"
CREATIVE ARTS SECONDARY SCHOOL,SAINT PAUL,MN,65 KELLOGG BLVD E,"https://www.spps.org/creativearts"
HARRISON COUNTY AREA TECHNOLOGY CENTER,CYNTHIANA,KY,327 WEBSTER AVE.,"https://www.harrison.k12.ky.us/o/hcatc"
BRECKINRIDGE COUNTY AREA TECHNOLOGY CTR,HARNED,KY,1915 E HWY 60,"https://www.breck.kyschools.us/1/home"
WESTSIDE ATLANTA CHARTER SCHOOL,ATLANTA,GA,1903 DREW DR NW,"https://wacs.us/"
ROCKDALE RYDC,CONYERS,GA,2165 CHAMBERS DR NW,"https://djj.georgia.gov/locations/rockdale-rydc"
FREEBURG COMMUNITY HIGH SCH,FREEBURG,IL,401 S MONROE ST,"https://www.fchs77.org/"
MUNCIE CENTRAL HIGH SCHOOL,MUNCIE,IN,801 N WALNUT ST,"http://chs.muncie.k12.in.us/"
MAYSVILLE HS,MAYSVILLE,OK,600 FIRST STREET,"https://www.maysville.k12.ok.us/"
PACHECO ELEMENTARY,SAN LUIS OBISPO,CA,261 CUESTA DR.,"https://pa.slcusd.org/"
ILES ELEM SCHOOL,SPRINGFIELD,IL,1700 S 15TH ST,"https://www.qps.org/schools/iles/"
FRANCIS LEWIS HIGH SCHOOL,FRESH MEADOWS,NY,58-20 UTOPIA PKY,"https://www.francislewishs.org/"
EBENEZER EL SCH,LEBANON,PA,1600 COLONIAL CIR,"https://www.clsd.k12.pa.us/eb-home/"
FERNANDO RIVERA INTERMEDIATE,DALY CITY,CA,1255 S.GATE AVE.,"https://www.jsd.k12.ca.us/FRivera"
LAWRENCE E. JONES MIDDLE,ROHNERT PARK,CA,5164 SNYDER LN.,"https://ljms.crpusd.org/"
JENKINS COUNTY MIDDLE SCHOOL,MILLEN,GA,409 BARNEY AVE,"https://www.jchs.com/"
KIPAPA ELEMENTARY SCHOOL,MILILANI,HI,95-076 KIPAPA DR,"https://www.kipapaelementary.org/"
GEORGE WASHINGTON CARVER ACADEMY,WATERLOO,IA,1505 LOGAN AVE,"https://www.centralriversaea.org/school/george-washington-carver-academy/"
SYRINGA MIDDLE SCHOOL,CALDWELL,ID,1100 WILLOW STREET,"https://sms.caldwellschools.org/"
MIDWEST CENTRAL MIDDLE SCHOOL,GREEN VALLEY,IL,121 N CHURCH ST,"https://www.midwestcentral.org/"
EDITH M. DECKER ELEMENTARY SCHOOL,MT ARLINGTON,NJ,446 HOWARD BOULEVARD,"https://www.mtarlingtonk8.org/"
TEAYS VALLEY EAST MIDDLE SCHOOL,ASHVILLE,OH,655 VIKING WAY,"https://www.tvsd.us/eastmiddleschool_home.aspx"
SEABORN ELEMENTARY SCHOOL,MINERAL RIDGE,OH,3800 NILES CARVER RD,"https://www.weathersfield.k12.oh.us/"
WOODLAND HILLS ELEMENTARY,AMMON,ID,4700 SWEET WATER WAY,"https://www.woodlandhillswarriors.org/"
KERKSTRA ELEM SCHOOL,OAK FOREST,IL,14950 LARAMIE AVE,"https://kerkstra.d142.org/"
GCMS HIGH SCHOOL,GIBSON CITY,IL,815 N CHURCH ST,"https://www.gcmsk12.org/"
OLATHE ELEMENTARY SCHOOL,OLATHE,CO,326 NORTH 3RD STREET,"https://www.mcsd.org/olatheelementary_home.aspx"
GRAHAM A ELEM SCHOOL,CHICAGO,IL,4436 S UNION AVE,"https://www.sps186.org/schools/graham/"
NEBRASKA CITY NORTHSIDE ELEM,NEBRASKA CITY,NE,1200 NORTH 14TH STREET,"https://nchs.nebcityps.org/o/northside-elementary"
FORRESTDALE SCHOOL,RUMSON,NJ,60 FORREST AVENUE,"http://www.rumson.k12.nj.us/rumson/Forrestdale/"
JILL CHAIFETZ TRANSFER HIGH SCHOOL,BRONX,NY,778 FOREST AVE,"https://www.schools.nyc.gov/schools/X379"
CLINTON ELEMENTARY SCHOOL,COLUMBUS,OH,10 CLINTON HEIGHTS AVE,"https://www.ccsoh.us/clintones"
MANUEL BOADA,SAN JUAN,PR,AVE BORINQUEN ESQ CALLE CORTIJO,"https://www.spellingcity.com/manuel-boada-san-juan-pr.html"
CLEMENTON ELEMENTARY SCHOOL,CLEMENTON,NJ,4 AUDUBON AVE,"http://www.clementon.k12.nj.us/"
HAMILTON ELEMENTARY,PORT ANGELES,WA,1822 W 7TH ST,"https://hamilton.portangelesschools.org/"
ADA-BORUP SECONDARY,ADA,MN,604 THORPE AVE W,"https://www.ada.k12.mn.us/"
LA VISTA MIDDLE SCHOOL,LA VISTA,NE,7900 EDGEWOOD BLVD,"https://www.plcschools.org/LaVistaMiddleSchool"
WASHINGTON IRVING MIDDLE SCHOOL,CLARKSBURG,WV,443 LEE AVE,"https://wvde.state.wv.us/ed_directory/index.html?county_id=33&school_id=307"
LANCASTER ELEMENTARY SCHOOL,LANCASTER,KY,205 LEXINGTON ST,"https://www.garrard.k12.ky.us/4/Home"
REYNOLDS MS,LANCASTER,PA,605 W WALNUT ST,"https://www.ohsu.edu/people/lillian-navarro-reynolds-ms-pa-c"
GUY K. STUMP ELEMENTARY,STUARTS DRAFT,VA,115 DRAFT AVE,"https://www.augusta.k12.va.us/o/stump"
WEST GATE ELEMENTARY,MANASSAS,VA,8031 URBANNA RD,"https://westgatees.pwcs.edu/"
JHS 162 LOLA RODRIGUEZ DE TIO,BRONX,NY,600 ST ANNS AVE,"https://insideschools.org/school/07X162"
SCHUYLER ELEMENTARY SCHOOL,KEARNY,NJ,644 FOREST ST,"https://www.kearnyschools.com/schuyler"
JASPER H S,JASPER,TX,400 BULLDOG,"https://www.jasperisd.net/Domain/11"
CLINTON-MASSIE ELEMENTARY SCHOOL,CLARKSVILLE,OH,2380 LEBANON RD,"http://cmfalcons.org/"
SOUTH CENTRAL MIDDLE SCHOOL,KINMUNDY,IL,PO BOX 40,"https://www.southcentralschools.org/"
LOOGOOTEE MIDDLE SCHOOL,LOOGOOTEE,IN,201 BROOKS AVE,"https://www.loogootee.k12.in.us/2/Home"
RAMONA ELEMENTARY,OXNARD,CA,804 COOPER RD.,"https://ramona.hemetusd.org/"
EASTERN ELEMENTARY SCHOOL,REEDSVILLE,OH,38850 STATE ROUTE 7,"https://www.easternlocal.com/1/Home"
SICILY ISLAND HIGH SCHOOL,SICILY ISLAND,LA,303 FALCON AVENUE,"https://louisianaschools.com/schools/13011"
FOUNTAIN ROCK ELEMENTARY,HAGERSTOWN,MD,17145 LAPPANS RD,"http://wcpsmd.com/schools/elementary-schools/fountain-rock-elementary"
THOMAS JEFFERSON ELEMENTARY SCHOOL,HAWTHORNE,NJ,233 GOFFLE HILL ROAD,"https://www.wtps.org/domain/12"
HARVARD HIGH SCHOOL,HARVARD,NE,506 E NORTH ST,"https://www.harvardcardinals.org/"
FREDERICK SCHOOL,GRAYSLAKE,IL,595 FREDERICK RD,"http://www.d46.org/school-fs.asp"
WINSLOW TOWNSHIP ELEMENTARY SCHOOL FIVE,BERLIN,NJ,130 OAK LEAF ROAD,"https://school5.winslow-schools.com/"
GREENWOOD ELEMENTARY SCHOOL,SEATTLE,WA,144 NW 80 ST,"https://greenwoodes.seattleschools.org/"
VILLAGE MEADOWS ELEMENTARY SCHOOL,SIERRA VISTA,AZ,905 EL CAMINO REAL,"https://www.dvusd.org/villagemeadows"
TYNER MIDDLE ACADEMY,CHATTANOOGA,TN,6837 TYNER RD,"https://tma.hcde.org/"
SCULLEN MIDDLE SCHOOL,NAPERVILLE,IL,2815 MISTFLOWER LN,"https://scullen.ipsd.org/"
CANTERBURY ELEMENTARY SCHOOL,CLEVELAND HEIGHTS,OH,2530 CANTERBURY RD,"https://www.chuh.org/canterburyelementary_home.aspx"
FRANKLIN TOWNE CHS,PHILADELPHIA,PA,5301 TACONY ST BUILDING 108,"https://hs.franklintowne.org/"
KANSAS HIGH SCHOOL,KANSAS,IL,310 S FRONT ST,"https://kansascusd3.com/"
BROOKLYN SPRINGS ELEMENTARY,LANCASTER,SC,1637 BILLINGS DRIVE,"https://bses.lancastercsd.com/"
OAK CREST ELEMENTARY,BELLE PLAINE,MN,1101 WEST COMMERCE DR,"https://www.belleplaine.k12.mn.us/page/2821"
TETONIA ELEMENTARY SCHOOL,TETONIA,ID,215 SOUTH 5TH STREET,"https://tes.tsd401.org/"
NORDONIA MIDDLE SCHOOL,NORTHFIELD,OH,73 LEONARD AVE,"https://www.nordoniaschools.org/nordoniamiddleschool_home.aspx"
WARREN PARK SCHOOL,CICERO,IL,1225 S 60TH CT,"https://www.cicd99.edu/warren-park"
STONYBROOK MIDDLE SCHOOL,INDIANAPOLIS,IN,11300 STONYBROOK DR,"https://www.warren.k12.in.us/o/stonybrook-intermediate-and-middle-school"
